category_label,category_source,changelog,creator,creator_slug,creator_url,description,features,gallery,image,is_free,last_updated,launched,marketplace_url,min_version,page_num,platforms,price_minecoins,price_ps_tokens,prices,published,rank_on_page,rating_count,rating_histogram,rating_positive_percent,rating_value,slug,tags,title,trailer_views,uid,url,video_url
,,,Logdotzip,logdotzip,https://chunk.gg/@logdotzip,The invasion is coming! Protect villages from Skibidi Raids. Build your Alliance and upgrade your Cameramen. Fend off waves of increasingly difficult Skibidi Toilets and unleash the Titan!,"Battle,Creatures,Human,Robots,Scary,War","https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/thumbnail-78854459a7bd37cf-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-1-4c5a7555d191c814-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-2-d79ea2c271c05740-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-3-bc07b191d6783134-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-4-e1124823fb597745-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-5-28867a4b26c96886-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-6-d1830d2645a040b8-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-7-e51355e616c2f424-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-8-6b4aca1b5ad33d9b-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-9-75796415e6fa5ee4-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/screenshot-10-9ebd2d300886477d-640.jpg,https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/panorama-3ce9aa301dc714a7-1920.jpg",https://images.chunk.gg/products/logdotzip/skibidi-toilet-raids/thumbnail-78854459a7bd37cf-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=56944a50-83a2-4e9b-9d9b-d3c0734d38c4,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2024-11-12T18:00:00.000Z,42,3020,,,4.7,/@logdotzip/skibidi-toilet-raids,"Battle,Creatures,Human,Robots,Scary,War",Skibidi Toilet Raids,340116,56944a50-83a2-4e9b-9d9b-d3c0734d38c4,https://chunk.gg/@logdotzip/skibidi-toilet-raids,https://www.youtube.com/embed/ELjW98RO-0k?rel=0&amp;
,,,Tetrascape,tetrascape,https://chunk.gg/@tetrascape,"Satisfy your cravings with over 100+ recipes, from frosty delights to sizzling treats. Barter with raccoons, befriend pigeons, uncover secret ingredients, and decorate your world with mouthwatering creations. Brew, bake, and share the flavor. Tasting is believing—fire up that oven and dig in!","Animals,Candy,Custom Consumables,Decorate,Food,Pets,Pretty,Character Customization","https://images.chunk.gg/products/tetrascape/nomcraft/thumbnail-1148b4802eef1158-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-1-9fdb223a39a1c3b8-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-2-323321ea8d8c8a1e-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-3-bba7b0cb2714a08b-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-4-5267231413293163-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-5-ec7bae5a17b2a12b-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-6-b92a14d91b56a652-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-7-b5e21a6e969a959d-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-8-44d1d416bba87c72-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/screenshot-9-558c1032d1db6cfd-640.jpg,https://images.chunk.gg/products/tetrascape/nomcraft/panorama-d4c250f910fbd6cf-1600.jpg",https://images.chunk.gg/products/tetrascape/nomcraft/thumbnail-1148b4802eef1158-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=a1a1dc0f-6726-4030-9428-46ae7755af76,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2025-06-03T17:00:00.000Z,43,51,,,4.6,/@tetrascape/nomcraft,"Animals,Candy,Custom Consumables,Decorate,Food,Pets,Pretty,Character Customization",NomCraft Add-On,,a1a1dc0f-6726-4030-9428-46ae7755af76,https://chunk.gg/@tetrascape/nomcraft,
,,,Piki Studios,piki-studios,https://chunk.gg/@piki-studios,This Add-On spices up the classic vanilla gameplay loop! Collect all the cards and test your Minecraft knowledge! Can you get them all? Give it a try now!,"Changes in new update:,The Crash Problem has been resolved appears in IOS and other low-end devices.,In-game optimization issues have been resolved so you can have a better experience.,Block,Challenge,Collect,Discover,Fun,Funny,Mobs","https://images.chunk.gg/products/piki-studios/cards/thumbnail-ed752f9d6bdf7e05-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-1-46121c0efdf9c292-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-2-3b326e63efcbad47-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-3-95526d419c7340e6-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-4-d5df73a4470b8904-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-5-56bf2b818e156c44-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-6-31822358b7071fec-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-7-e748a24d90dc090d-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-8-42618cb9eafc1284-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-9-7528f91f9a3b9049-640.jpg,https://images.chunk.gg/products/piki-studios/cards/screenshot-10-7b548fb0bac5f025-640.jpg,https://images.chunk.gg/products/piki-studios/cards/panorama-c852dbf7b199f772-960.jpg",https://images.chunk.gg/products/piki-studios/cards/thumbnail-ed752f9d6bdf7e05-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=9ab7895d-5265-4fc2-b0c6-a6eaf9f1e8d2,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-03-04T18:00:00.000Z,44,100,,,3.1,/@piki-studios/cards,"Block,Challenge,Collect,Discover,Fun,Funny,Mobs",Cards Add-On,547,9ab7895d-5265-4fc2-b0c6-a6eaf9f1e8d2,https://chunk.gg/@piki-studios/cards,https://www.youtube.com/embed/fjqSClg5vBY?rel=0&amp;
,,,Cubed Creations,cubed-creations,https://chunk.gg/@cubed-creations,The Villager Dweller is the scariest mob you'll ever face! Stay alert for jump scares and experience true horror with this add-on!,"Craftable Weapons,Custom Mobs,Haunted,Horror,Monster,Music,Spooky","https://images.chunk.gg/products/cubed-creations/villager-dweller/thumbnail-55ec6df5b9f377b1-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-1-e2dfebe703884682-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-2-75144acc25e110b9-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-3-c2a41b1d975db074-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-4-408cb76b65422725-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-5-8d4c75525385c94a-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-6-ffbd8c1946482170-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-7-1c775e30c386007f-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-8-da8de77b4b3b3658-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/screenshot-9-3cb177e77993821a-640.jpg,https://images.chunk.gg/products/cubed-creations/villager-dweller/panorama-6ca362a3b4f89535-1920.jpg",https://images.chunk.gg/products/cubed-creations/villager-dweller/thumbnail-55ec6df5b9f377b1-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=4a3a56ab-c2b6-4723-a22a-ef08cb38921e,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",830,830,"{'EUR': 4.1, 'USD': 4.35, 'GBP': 3.36, 'CAD': 6.06, 'AUD': 6.62}",2025-08-05T17:00:00.000Z,45,102,,,4.5,/@cubed-creations/villager-dweller,"Craftable Weapons,Custom Mobs,Haunted,Horror,Monster,Music,Spooky",VILLAGER DWELLER Add-On,16177,4a3a56ab-c2b6-4723-a22a-ef08cb38921e,https://chunk.gg/@cubed-creations/villager-dweller,https://www.youtube.com/embed/uhm5JX1jXSY?rel=0&amp;
,,,Scai Quest,scai-quest,https://chunk.gg/@scai-quest,"For those of us that truly dislike fishing, our team brings you a fully automated alternative.","Agriculture,Animated,Base Building,Craftable Furniture,Custom Tools,Decorate,Farming","https://images.chunk.gg/products/scai-quest/autofisher/thumbnail-c6853350f1129981-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-1-a1ae312595bbd49f-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-2-98e5e2ec8cb2c926-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-3-5bb162d46c5be614-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-4-77139ddf74d72c14-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-5-38be8a4d115c9beb-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-6-931fa0fb1746259f-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-7-dd774997869942fd-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/screenshot-8-b60c28a062a8ad6d-640.jpg,https://images.chunk.gg/products/scai-quest/autofisher/panorama-a90be542cf09d6db-1920.jpg",https://images.chunk.gg/products/scai-quest/autofisher/thumbnail-c6853350f1129981-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=f62bc95e-2dc3-47c2-a7ef-e4eb7f86c36d,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",310,310,"{'EUR': 1.53, 'USD': 1.62, 'GBP': 1.26, 'CAD': 2.26, 'AUD': 2.47}",2025-07-22T17:00:00.000Z,46,109,,,4.6,/@scai-quest/autofisher,"Agriculture,Animated,Base Building,Craftable Furniture,Custom Tools,Decorate,Farming",AutoFisher,,f62bc95e-2dc3-47c2-a7ef-e4eb7f86c36d,https://chunk.gg/@scai-quest/autofisher,
,,,Cleverlike,cleverlike,https://chunk.gg/@cleverlike,The Ultimate Add-On for Your Storage Needs,"Backpack,Chest,Crafting,Custom Blocks,Inventory Management,Pets,Advanced","https://images.chunk.gg/products/cleverlike/the-storage-expansion/thumbnail-a38db39448b24161-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-1-3b09a540f8eae16c-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-2-3b54d8c67a658a89-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-3-c3766a1511e88a13-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-4-61221a6a3c1cabaa-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-5-3b6be1f2217f6c4f-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/screenshot-6-9e6c70e07543ac17-640.jpg,https://images.chunk.gg/products/cleverlike/the-storage-expansion/panorama-2e74f24010141f9c-1920.jpg",https://images.chunk.gg/products/cleverlike/the-storage-expansion/thumbnail-a38db39448b24161-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=6bfa652c-dcc3-4c0a-97c4-0f45e4c5f59a,,2,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2024-09-10T17:00:00.000Z,47,172,,,2.8,/@cleverlike/the-storage-expansion,"Backpack,Chest,Crafting,Custom Blocks,Inventory Management,Pets,Advanced",The Storage Expansion,,6bfa652c-dcc3-4c0a-97c4-0f45e4c5f59a,https://chunk.gg/@cleverlike/the-storage-expansion,
,,,Podcrash,podcrash,https://chunk.gg/@podcrash,"Enhance your world with new RPG skills. Level up by playing in your world and doing everyday tasks like farming, mining, exploring, and more! With your levels, you can unlock brand-new abilities that enhance your vanilla experience and make your world more fun and your adventure superb!","Improvements to the Binding Modification Menu.,Abilities that the player has not unlocked yet can now no longer be enabled through bindings.,Buffed passive ability values are displayed correctly on the Skill Info Page now.,+More!,Boss Fights,Adventures,Attack,Epic,Exploration,Fantasy,Mining,Fishing","https://images.chunk.gg/products/podcrash/rpg-skills/thumbnail-8021798cd4ae9414-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-1-7cbe126de8c80440-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-2-7aa563d006932ab1-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-3-8e3148979c22af45-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-4-9532191ea1ec9eaa-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-5-ebe13fdc2df38080-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-6-4741c35e40e82491-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-7-11cf7082879ddb17-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-8-e52766e8246b9cde-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/screenshot-9-126542bd4e86c9aa-640.jpg,https://images.chunk.gg/products/podcrash/rpg-skills/panorama-9bbd8b0697133c58-960.jpg",https://images.chunk.gg/products/podcrash/rpg-skills/thumbnail-8021798cd4ae9414-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=76427135-f29f-4d2b-8d97-4b66258a7e13,,3,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2024-09-03T17:00:00.000Z,0,3346,,,4.7,/@podcrash/rpg-skills,"Boss Fights,Adventures,Attack,Epic,Exploration,Fantasy,Mining,Fishing",RPG Skills,392300,76427135-f29f-4d2b-8d97-4b66258a7e13,https://chunk.gg/@podcrash/rpg-skills,https://www.youtube.com/embed/AymxnzpakSQ?rel=0&amp;
,,,Logdotzip,logdotzip,https://chunk.gg/@logdotzip,Death Animations brings over 230 custom animations to every mob in Minecraft.,"Every mob has additional death animations,Several existing animations have been remastered,Added death animations for the Ender Dragon,Added death animations for the Wither,Added death animations and mob gravestone for the Happy Ghast,Animation,Custom Mobs,Life,Mobs,Permanent Death,Custom Creatures","https://images.chunk.gg/products/logdotzip/death-animations-v1-1/thumbnail-80d3eaa2822b832d-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-1-3d22021689e6535f-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-2-5c1c857ca6b5482b-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-3-e14206eaaf1e9966-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-4-a21b4dc6e6fc0218-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-5-cd67b08f9bfc3147-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-6-960ce110e8ae1e68-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-7-e5a604b6a8f68707-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-8-fea5506bee4fbcba-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-9-57d14708ffec1c2e-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/screenshot-10-ddb1a108b4b8cec3-640.jpg,https://images.chunk.gg/products/logdotzip/death-animations-v1-1/panorama-89ba559c2716b62e-1920.jpg",https://images.chunk.gg/products/logdotzip/death-animations-v1-1/thumbnail-80d3eaa2822b832d-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=d6ef6316-ca9d-4102-9854-9848d05b76cd,,3,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2025-05-06T17:00:00.000Z,1,792,,,4.6,/@logdotzip/death-animations-v1-1,"Animation,Custom Mobs,Life,Mobs,Permanent Death,Custom Creatures",Death Animations v1.1 Add-On,775981,d6ef6316-ca9d-4102-9854-9848d05b76cd,https://chunk.gg/@logdotzip/death-animations-v1-1,https://www.youtube.com/embed/k2jxTnQ9rgo?rel=0&amp;
,,,Red Eagle Studios,red-eagle-studios,https://chunk.gg/@red-eagle-studios,Combine Ores Add-On adds 20 new craftable ores! One of the best Add-Ons that adds powerful weapons to help you on your survival journey!,"New Amethyst Ores: 6 combined ores with new armor/tools.,New Armor V2 Upgrades and Drills!,Added Custom Weapons: across all tiers.,Huge QoL: Fixed Chakram drop, rebalanced durability/damage, updated breakable lists, and more!,Check Guidebook for more info!,Custom Armor,Craftable Weapons,Ore,Craftable Tools,Craftable Armor,Custom Tools","https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/thumbnail-4a8937e793b9822f-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-1-cbfba8c167a3bb99-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-2-7847704451c355fa-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-3-5ca3b30d758ddb26-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-4-b162f35118b1d659-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-5-339db06b241db45c-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-6-9fc5b7a997025db4-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-7-29be9b103860ea90-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/screenshot-8-b679a7ec8f64b2c4-640.jpg,https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/panorama-2d5122d2540d59fd-1920.jpg",https://images.chunk.gg/products/red-eagle-studios/combine-ores-v4/thumbnail-4a8937e793b9822f-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=338de759-0783-47a3-b926-bc7f0bd7837d,,3,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",660,660,"{'EUR': 3.26, 'USD': 3.46, 'GBP': 2.67, 'CAD': 4.82, 'AUD': 5.27}",2024-04-09T17:00:00.000Z,2,10066,,,4.7,/@red-eagle-studios/combine-ores-v4,"Custom Armor,Craftable Weapons,Ore,Craftable Tools,Craftable Armor,Custom Tools",COMBINE ORES V4 Add-On,14151,338de759-0783-47a3-b926-bc7f0bd7837d,https://chunk.gg/@red-eagle-studios/combine-ores-v4,https://www.youtube.com/embed/TEHdY9Kl4YY?rel=0&amp;
,,,Podcrash,podcrash,https://chunk.gg/@podcrash,"Add lots of new food types to any world of your choice with our Farming Add-On with over 200+ new variations of crops, trees, food, drink, and mobs in your world. Explore your world to find new plants like chili, lettuce, and corn, or find and breed new animals like turkeys, ducks, and bison.","Various bug fixes!,Water will now by default break crops.,Removed ""Water Breaks Crops"" Setting.,Crops will now be properly colored on maps.,Composting uses the new component from Minecraft.,Crops will now return their seeds when middle clicked.,+ More!,Animals,Custom Consumables,Custom Creatures,Farm,Farming,Food,Mobs","https://images.chunk.gg/products/podcrash/farming/thumbnail-8abfcd6487ceee8b-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-1-2dc0f39ee640b380-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-2-310c8a270dcebf96-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-3-f0ceb190af207186-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-4-c543b5edb88d3124-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-5-4c899819b4612701-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-6-8cb3e485f7485d38-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-7-338d747aec07c9d6-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-8-895b839503b2360a-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-9-f393d3d4fa3954b5-640.jpg,https://images.chunk.gg/products/podcrash/farming/screenshot-10-dc270e8f05090c13-640.jpg,https://images.chunk.gg/products/podcrash/farming/panorama-b006f786ab7a2620-960.jpg",https://images.chunk.gg/products/podcrash/farming/thumbnail-8abfcd6487ceee8b-800.jpg,False,,Last Updated:,https://www.minecraft.net/marketplace/pdp?id=7d74d670-9990-469d-ac3c-972423429fd7,,3,"Minecraft Bedrock Platforms,Minecraft on Android,Minecraft on PlayStation,Minecraft on iOS,Minecraft on Nintendo Switch,Minecraft on Oculus,Minecraft on Windows,Minecraft on Xbox",1510,1510,"{'EUR': 7.46, 'USD': 7.91, 'GBP': 6.12, 'CAD': 11.02, 'AUD': 12.05}",2024-04-02T17:00:00.000Z,3,13517,,,4.8,/@podcrash/farming,"Animals,Custom Consumables,Custom Creatures,Farm,Farming,Food,Mobs",FARMING,576837,7d74d670-9990-469d-ac3c-972423429fd7,https://chunk.gg/@podcrash/farming,https://www.youtube.com/embed/7edpmlRTu4s?rel=0&amp;
